"user_birth_year","user_career","user_sex","location_city","location_region","location_country","date","provider_name","site_type","site_price","develop_time","marketing_spend"
1994,"Assistant","Male","Witu","Lamu","Kenya","2024-08-07","Azure","Personal",102,101,1325
1981,"Associate","Male","Jakar","Bumthang District","Bhutan","2023-06-09","GCP","Business",153,157,1900
1981,"Associate","Male","Jakar","Bumthang District","Bhutan","2024-12-12","GCP","Personal",89,10,283
1981,"Associate","Male","Jakar","Bumthang District","Bhutan","2023-08-28","GCP","E-commerce",184,137,1679
1981,"Associate","Male","Jakar","Bumthang District","Bhutan","2023-07-23","Azure","Business",71,46,1912
1989,"Coordinator","Male","Guácimo","Limón Province","Costa Rica","2024-12-28","GCP","E-commerce",75,67,485
1989,"Coordinator","Male","Guácimo","Limón Province","Costa Rica","2024-05-05","Azure","Personal",101,157,1074
1989,"Coordinator","Male","Guácimo","Limón Province","Costa Rica","2024-03-04","Azure","Business",178,155,188
1989,"Coordinator","Male","Guácimo","Limón Province","Costa Rica","2023-05-29","GCP","E-commerce",133,139,1708
1967,"Architect","Male","Vailoa","Palauli","Samoa","2024-12-16","AWS","Blog",116,13,795
1967,"Architect","Male","Vailoa","Palauli","Samoa","2024-02-24","Azure","Business",197,49,1056
1967,"Architect","Male","Vailoa","Palauli","Samoa","2025-03-14","GCP","E-commerce",101,157,1074
2005,"Facilitator","Male","Degache","Tozeur Governorate","Tunisia","2023-09-29","GCP","Portfolio",24,108,1736
2005,"Facilitator","Male","Degache","Tozeur Governorate","Tunisia","2024-09-26","Azure","Portfolio",126,13,1886
2005,"Facilitator","Male","Degache","Tozeur Governorate","Tunisia","2023-05-28","AWS","Blog",186,175,826
2005,"Facilitator","Male","Degache","Tozeur Governorate","Tunisia","2024-01-24","AWS","Personal",21,64,719
2003,"Architect","Female","Nannyville","Saint Andrew","Jamaica","2024-05-16","Azure","E-commerce",75,176,850
2003,"Architect","Female","Nannyville","Saint Andrew","Jamaica","2024-03-07","AWS","Business",31,161,1051
2003,"Architect","Female","Nannyville","Saint Andrew","Jamaica","2023-08-05","Azure","Business",167,159,980
2003,"Architect","Female","Nannyville","Saint Andrew","Jamaica","2024-12-05","GCP","Personal",76,156,1514
1998,"Officer","Male","Nova Sintra","Brava","Cape Verde","2023-09-07","Azure","E-commerce",77,61,1342
1998,"Officer","Male","Nova Sintra","Brava","Cape Verde","2025-01-29","GCP","Business",146,24,1314
1998,"Officer","Male","Nova Sintra","Brava","Cape Verde","2024-04-29","Azure","Business",42,17,1629
1998,"Officer","Male","Nova Sintra","Brava","Cape Verde","2024-07-04","Azure","Portfolio",164,42,836
1967,"Coordinator","Male","Sibiti","Lékoumou Department","Congo","2023-05-08","GCP","Portfolio",120,117,261
1967,"Coordinator","Male","Sibiti","Lékoumou Department","Congo","2024-07-25","AWS","Portfolio",189,70,1730
1967,"Coordinator","Male","Sibiti","Lékoumou Department","Congo","2024-12-30","GCP","Portfolio",78,66,1767
1984,"Technician","Female","Bulgan","Bulgan Province","Mongolia","2023-05-10","Azure","Blog",139,72,1014
1960,"Assistant","Female","Kuldīga","Kuldīga Municipality","Latvia","2024-09-21","GCP","Portfolio",70,61,932
1960,"Assistant","Female","Kuldīga","Kuldīga Municipality","Latvia","2024-04-29","Azure","E-commerce",122,169,1005
1960,"Assistant","Female","Kuldīga","Kuldīga Municipality","Latvia","2023-10-15","GCP","Portfolio",85,10,487
1960,"Assistant","Female","Kuldīga","Kuldīga Municipality","Latvia","2024-08-24","AWS","Blog",124,103,1674
1960,"Liaison","Female","Sovet","Khatlon Province","Tajikistan","2024-07-03","AWS","Business",195,36,1492
1960,"Liaison","Female","Sovet","Khatlon Province","Tajikistan","2024-09-23","GCP","E-commerce",102,92,1990
2004,"Liaison","Male","Ventanas","Los Ríos","Ecuador","2024-10-20","GCP","E-commerce",63,65,1065
2004,"Liaison","Male","Ventanas","Los Ríos","Ecuador","2024-11-15","Azure","Business",108,80,1323
2004,"Liaison","Male","Ventanas","Los Ríos","Ecuador","2024-06-15","Azure","Business",126,13,1886
1998,"Supervisor","Male","Satita","Tartus Governorate","Syria","2024-07-03","AWS","Business",69,152,1756
1998,"Supervisor","Male","Satita","Tartus Governorate","Syria","2025-01-29","AWS","Portfolio",168,144,1981
1998,"Supervisor","Male","Satita","Tartus Governorate","Syria","2024-04-18","AWS","Blog",106,151,1731
1995,"Manager","Male","Phôngsali","Phongsaly Province","Laos","2024-08-13","Azure","E-commerce",192,101,1454
1995,"Manager","Male","Phôngsali","Phongsaly Province","Laos","2023-09-17","GCP","Blog",70,22,1489
1995,"Manager","Male","Phôngsali","Phongsaly Province","Laos","2024-07-06","AWS","Personal",89,96,1822
2002,"Manager","Female","Port Sudan","Red Sea","Sudan","2023-10-21","GCP","E-commerce",34,10,1589
2002,"Manager","Female","Port Sudan","Red Sea","Sudan","2024-06-13","Azure","Blog",72,47,1472
2002,"Manager","Female","Port Sudan","Red Sea","Sudan","2024-07-23","Azure","Blog",138,116,816
2002,"Manager","Female","Port Sudan","Red Sea","Sudan","2024-06-30","Azure","Business",106,172,1033
1997,"Orchestrator","Female","Tsovasar","Gegharkunik Province","Armenia","2023-12-20","AWS","Portfolio",42,17,1629
1997,"Orchestrator","Female","Tsovasar","Gegharkunik Province","Armenia","2024-07-01","AWS","Blog",17,124,1037
1997,"Orchestrator","Female","Tsovasar","Gegharkunik Province","Armenia","2025-01-05","Azure","Blog",103,158,627
1997,"Orchestrator","Female","Tsovasar","Gegharkunik Province","Armenia","2023-11-15","GCP","Personal",46,87,1664
1986,"Administrator","Female","Thaba-Tseka","Thaba-Tseka District","Lesotho","2024-02-10","GCP","Business",153,17,1999
1983,"Developer","Male","Mokhotlong","Mokhotlong District","Lesotho","2025-02-07","GCP","E-commerce",193,107,1310
1983,"Developer","Male","Mokhotlong","Mokhotlong District","Lesotho","2024-05-17","AWS","Business",189,97,283
1964,"Agent","Male","Čađavica","Virovitica-Podravina County","Croatia","2023-12-23","GCP","Portfolio",185,71,1463
1991,"Designer","Female","Trinidad","Sancti Spíritus Province","Cuba","2023-12-27","AWS","Portfolio",93,27,1199
1991,"Designer","Female","Trinidad","Sancti Spíritus Province","Cuba","2023-06-05","AWS","Portfolio",191,176,151
1991,"Designer","Female","Trinidad","Sancti Spíritus Province","Cuba","2023-09-03","Azure","Personal",90,99,1492
1991,"Designer","Female","Trinidad","Sancti Spíritus Province","Cuba","2024-12-18","Azure","Business",157,104,1016
1973,"Associate","Female","Šalovci","Šalovci Municipality","Slovenia","2023-12-22","AWS","Portfolio",65,74,1612
1973,"Associate","Female","Šalovci","Šalovci Municipality","Slovenia","2023-07-22","Azure","Portfolio",24,108,1736
2003,"Manager","Female","Melilla","Melilla","Spain","2023-08-27","AWS","E-commerce",77,117,1938
1981,"Coordinator","Female","Merkez","Çorum","Turkey","2024-01-17","GCP","Business",70,61,932
1995,"Technician","Female","les Escaldes","Escaldes-Engordany","Andorra","2023-10-19","Azure","E-commerce",93,27,1199
1995,"Technician","Female","les Escaldes","Escaldes-Engordany","Andorra","2023-12-13","GCP","Business",30,60,1536
2005,"Assistant","Male","Coto Brus","Puntarenas Province","Costa Rica","2023-09-02","GCP","Personal",175,137,271
1965,"Specialist","Male","Jemna","Kebili Governorate","Tunisia","2025-02-12","AWS","Blog",27,135,259
1965,"Specialist","Male","Jemna","Kebili Governorate","Tunisia","2024-03-07","Azure","Blog",64,157,568
1988,"Manager","Female","Provincia de Huancabamba","Piura","Peru","2024-09-16","GCP","Personal",191,176,151
1964,"Executive","Female","Maswarah","Al Bayda' Governorate","Yemen","2024-05-20","AWS","Personal",27,135,259
1964,"Executive","Female","Maswarah","Al Bayda' Governorate","Yemen","2025-01-30","GCP","Personal",70,22,1489
1964,"Executive","Female","Maswarah","Al Bayda' Governorate","Yemen","2024-10-12","GCP","Portfolio",32,118,1226
1964,"Executive","Female","Maswarah","Al Bayda' Governorate","Yemen","2024-05-16","AWS","Blog",19,67,1943
1995,"Developer","Male","Madīnat Ḩamad","Central Governorate","Bahrain","2024-04-14","GCP","E-commerce",191,66,1585
2003,"Executive","Male","Funafuti","Funafuti","Tuvalu","2023-06-10","Azure","Business",25,62,299
2003,"Executive","Male","Funafuti","Funafuti","Tuvalu","2024-07-01","Azure","Blog",196,64,138
2003,"Executive","Male","Funafuti","Funafuti","Tuvalu","2024-07-08","AWS","E-commerce",19,110,1252
2003,"Executive","Male","Funafuti","Funafuti","Tuvalu","2024-07-01","AWS","Blog",68,131,635
2005,"Designer","Male","Dassa-Zoumé","Collines Department","Benin","2024-02-17","AWS","Personal",50,46,360
2005,"Designer","Male","Dassa-Zoumé","Collines Department","Benin","2024-06-22","AWS","E-commerce",28,124,982
1992,"Orchestrator","Female","Birkirkara","Birkirkara","Malta","2024-05-27","Azure","Portfolio",64,157,568
1983,"Strategist","Male","Rawala Kot","Azad Kashmir","Pakistan","2023-04-29","AWS","Portfolio",156,68,1803
1983,"Strategist","Male","Rawala Kot","Azad Kashmir","Pakistan","2024-01-22","AWS","Blog",120,101,1841
1983,"Strategist","Male","Rawala Kot","Azad Kashmir","Pakistan","2024-08-14","GCP","Personal",30,60,1536
1983,"Strategist","Male","Rawala Kot","Azad Kashmir","Pakistan","2024-02-08","Azure","Portfolio",121,80,262
2002,"Orchestrator","Male","Nsok","Wele-Nzas Province","Equatorial Guinea","2024-07-15","AWS","Personal",27,135,259
2002,"Orchestrator","Male","Nsok","Wele-Nzas Province","Equatorial Guinea","2024-05-26","GCP","E-commerce",141,133,564
2002,"Orchestrator","Male","Nsok","Wele-Nzas Province","Equatorial Guinea","2023-04-29","AWS","Portfolio",93,19,1175
2002,"Orchestrator","Male","Nsok","Wele-Nzas Province","Equatorial Guinea","2024-06-26","AWS","Portfolio",26,168,1746
1963,"Facilitator","Male","Comuna Pomezeu","Bihor County","Romania","2024-01-20","AWS","Business",50,42,978
2005,"Designer","Female","Gambo","Mbomou Prefecture","Central African Republic","2024-12-24","Azure","Portfolio",146,106,1771
2005,"Designer","Female","Gambo","Mbomou Prefecture","Central African Republic","2024-05-14","Azure","Portfolio",93,64,629
1970,"Assistant","Female","Guldborgsund Kommune","Region Zealand","Denmark","2024-04-09","AWS","Business",113,123,787
1970,"Assistant","Female","Guldborgsund Kommune","Region Zealand","Denmark","2023-05-03","AWS","Personal",191,176,151
1964,"Planner","Female","Samaná","Caldas","Colombia","2024-12-09","Azure","E-commerce",43,37,372
1964,"Planner","Female","Samaná","Caldas","Colombia","2023-10-11","GCP","Portfolio",34,10,1589
1964,"Planner","Female","Samaná","Caldas","Colombia","2023-07-22","Azure","Portfolio",50,42,978
1964,"Planner","Female","Samaná","Caldas","Colombia","2024-01-01","AWS","E-commerce",116,146,1750
1971,"Architect","Female","Melfi","Guéra Region","Chad","2023-07-27","GCP","Personal",30,171,174
1971,"Architect","Female","Melfi","Guéra Region","Chad","2024-04-11","Azure","Business",77,117,1938
1985,"Analyst","Male","Kapok","Brunei-Muara District","Brunei","2023-10-02","AWS","Business",170,155,1924
1985,"Analyst","Male","Kapok","Brunei-Muara District","Brunei","2023-09-07","Azure","Blog",189,84,788
1985,"Analyst","Male","Kapok","Brunei-Muara District","Brunei","2023-05-11","Azure","Personal",153,157,1900
1981,"Officer","Female","Kokofata","Kayes Region","Mali","2024-10-12","AWS","Business",102,137,1813
1981,"Officer","Female","Kokofata","Kayes Region","Mali","2024-11-14","Azure","Blog",105,172,473
2002,"Associate","Male","Aracataca","Magdalena","Colombia","2025-01-07","Azure","Blog",91,105,113
2002,"Associate","Male","Aracataca","Magdalena","Colombia","2024-10-09","Azure","E-commerce",80,22,137
2002,"Associate","Male","Aracataca","Magdalena","Colombia","2024-09-21","AWS","Business",29,74,644
2002,"Associate","Male","Aracataca","Magdalena","Colombia","2024-10-01","GCP","Portfolio",64,16,703
2001,"Designer","Female","Dulovo","Silistra Province","Bulgaria","2023-10-09","Azure","E-commerce",191,66,1585
2001,"Designer","Female","Dulovo","Silistra Province","Bulgaria","2023-05-05","AWS","Personal",174,12,1910
2001,"Designer","Female","Dulovo","Silistra Province","Bulgaria","2024-10-25","GCP","Personal",71,115,327
1997,"Developer","Female","Saldus","Saldus Municipality","Latvia","2024-04-04","GCP","Portfolio",77,117,1938
1997,"Developer","Female","Saldus","Saldus Municipality","Latvia","2024-09-26","AWS","Portfolio",127,89,1386
1995,"Agent","Male","Alaghsas","Agadez Region","Niger","2024-11-25","AWS","E-commerce",21,64,719
1981,"Assistant","Male","Sehithwa","North-West District","Botswana","2023-06-02","GCP","Personal",81,44,1744
1981,"Assistant","Male","Sehithwa","North-West District","Botswana","2023-11-14","GCP","Portfolio",117,15,1368
1964,"Architect","Female","Kuhlan Affar","Hajjah Governorate","Yemen","2024-01-15","Azure","Business",189,70,1730
1964,"Architect","Female","Kuhlan Affar","Hajjah Governorate","Yemen","2023-07-03","GCP","Business",192,101,1454
1964,"Architect","Female","Kuhlan Affar","Hajjah Governorate","Yemen","2024-02-27","GCP","Portfolio",138,133,1882
1964,"Architect","Female","Kuhlan Affar","Hajjah Governorate","Yemen","2024-11-23","AWS","Personal",153,36,1786
1964,"Executive","Male","Acurenam","Centro Sur Province","Equatorial Guinea","2023-06-16","AWS","Personal",174,12,1910
1964,"Executive","Male","Acurenam","Centro Sur Province","Equatorial Guinea","2025-03-07","GCP","Portfolio",145,90,1077
2002,"Facilitator","Female","Hhukwini","Hhohho District","Swaziland","2023-06-23","AWS","Personal",180,132,1452
2002,"Facilitator","Female","Hhukwini","Hhohho District","Swaziland","2025-02-27","Azure","Business",180,107,311
2002,"Facilitator","Female","Hhukwini","Hhohho District","Swaziland","2024-07-21","Azure","Business",134,113,994
1995,"Agent","Female","Mtakoudja","Mohéli","Comoros","2024-04-14","GCP","Business",185,71,1463
1995,"Agent","Female","Mtakoudja","Mohéli","Comoros","2024-08-22","Azure","Personal",125,129,1443
1995,"Agent","Female","Mtakoudja","Mohéli","Comoros","2023-07-23","AWS","E-commerce",160,44,1066
1970,"Architect","Female","Tana","Finnmark","Norway","2025-02-03","GCP","Blog",146,24,1314
1970,"Architect","Female","Tana","Finnmark","Norway","2023-10-31","AWS","Portfolio",58,176,1274
1969,"Officer","Male","Ulcinj","Ulcinj Municipality","Montenegro","2025-01-25","GCP","E-commerce",153,157,1900
1969,"Officer","Male","Ulcinj","Ulcinj Municipality","Montenegro","2024-10-29","GCP","Personal",156,68,1803
1994,"Designer","Female","Nanga Eboko","Centre","Cameroon","2024-06-05","GCP","Business",88,73,1657
1994,"Designer","Female","Nanga Eboko","Centre","Cameroon","2025-01-19","Azure","Blog",153,36,1786
2004,"Officer","Female","Bácsbokod","Bács-Kiskun County","Hungary","2024-11-08","Azure","E-commerce",138,113,500
2004,"Officer","Female","Bácsbokod","Bács-Kiskun County","Hungary","2023-12-10","AWS","Portfolio",19,135,927
2002,"Representative","Male","Musanze","Northern Province","Rwanda","2023-12-18","Azure","Personal",133,96,1004
1993,"Representative","Female","Grenville","Saint Andrew Parish","Grenada","2024-04-24","GCP","Portfolio",145,90,1077
1993,"Representative","Female","Grenville","Saint Andrew Parish","Grenada","2024-05-26","GCP","Blog",149,140,329
1993,"Representative","Female","Grenville","Saint Andrew Parish","Grenada","2023-06-23","GCP","Personal",145,90,1077
1974,"Specialist","Male","Kirakira","Makira-Ulawa Province","Solomon Islands","2025-02-17","Azure","Personal",130,172,349
1974,"Specialist","Male","Kirakira","Makira-Ulawa Province","Solomon Islands","2023-09-03","GCP","Blog",36,151,1944
1974,"Specialist","Male","Kirakira","Makira-Ulawa Province","Solomon Islands","2024-02-23","Azure","Portfolio",43,102,573
1974,"Specialist","Male","Kirakira","Makira-Ulawa Province","Solomon Islands","2023-10-24","GCP","Blog",117,15,1368
1981,"Facilitator","Female","Floridsdorf","Vienna","Austria","2023-11-03","AWS","Portfolio",64,16,703
1977,"Developer","Female","Groß-Bieberau","Hesse","Germany","2023-10-06","AWS","Portfolio",69,152,1756
2003,"Manager","Male","Pembroke","Ontario","Canada","2024-12-29","GCP","Portfolio",196,64,138
1986,"Supervisor","Female","Rouached","Mila","Algeria","2024-10-23","Azure","E-commerce",134,113,994
1986,"Supervisor","Female","Rouached","Mila","Algeria","2023-07-09","Azure","Personal",70,97,1310
1983,"Coordinator","Female","Maragua","Murang'a","Kenya","2025-03-27","AWS","Business",175,105,940
1965,"Coordinator","Female","Yuty","Caazapá","Paraguay","2023-09-26","AWS","Personal",101,157,1074
1965,"Administrator","Male","Goniri","Yobe","Nigeria","2023-09-11","GCP","Blog",148,10,899
1965,"Administrator","Male","Goniri","Yobe","Nigeria","2023-07-12","GCP","Portfolio",185,53,1689
1965,"Administrator","Male","Goniri","Yobe","Nigeria","2024-07-20","GCP","Business",134,15,1812
1965,"Administrator","Male","Goniri","Yobe","Nigeria","2024-10-21","Azure","Personal",127,89,1386
2005,"Manager","Female","Petrovac na Moru","Budva Municipality","Montenegro","2025-02-10","Azure","Blog",63,65,1065
2005,"Manager","Female","Petrovac na Moru","Budva Municipality","Montenegro","2024-01-12","Azure","Personal",173,18,141
2005,"Manager","Female","Petrovac na Moru","Budva Municipality","Montenegro","2023-11-04","GCP","Blog",117,15,1368
1974,"Specialist","Male","Tambacounda","Tambacounda Region","Senegal","2025-01-31","GCP","Personal",195,36,1492
1985,"Liaison","Male","Baghramyan","Armavir Region","Armenia","2023-08-30","Azure","Personal",75,67,485
